nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x0000d424 0x0040e424 5   24   .text   utf32le Yu=!꠸
4793 0x0005839c 0x0045939c 4   5    .text   ascii    ^ \f
4794 0x000583b5 0x004593b5 4   5    .text   ascii   VW\f1
4795 0x000583c0 0x004593c0 5   6    .text   ascii   G^r\f)
4796 0x000583cc 0x004593cc 5   6    .text   ascii   x^x\fy
4797 0x00058439 0x00459439 4   5    .text   ascii   _G\by
4798 0x00058492 0x00459492 5   6    .text   ascii   !aO\rq
4799 0x000584a4 0x004594a4 4   5    .text   ascii   \ao\r
4800 0x00058552 0x00459552 5   6    .text   ascii   %cG\b)
4801 0x00058558 0x00459558 5   6    .text   ascii   JcG\b)
4802 0x0005855e 0x0045955e 5   6    .text   ascii   ocG\b)
4803 0x00058565 0x00459565 4   5    .text   ascii   cG\b!
4804 0x000585b9 0x004595b9 4   5    .text   ascii   d&\na
4805 0x00058abb 0x00459abb 17  18   .text   ascii   \a(\b,\b5\bO\bZ\ba\bk\b~\b
4806 0x00058ae5 0x00459ae5 5   6    .text   ascii   \nI\nX\n
4807 0x00058b03 0x00459b03 9   10   .text   ascii   \f&\f/\fQ\fc\f
4808 0x00058b19 0x00459b19 5   6    .text   ascii   \rZ\rw\r
4809 0x00058fd9 0x00459fd9 8   9    .text   ascii   <Module>
4810 0x00058fe2 0x00459fe2 7   8    .text   ascii   PTS.exe
4811 0x00058fea 0x00459fea 20  21   .text   ascii   System.Windows.Forms
4812 0x00058fff 0x00459fff 4   5    .text   ascii   Form
4813 0x00059004 0x0045a004 7   8    .text   ascii   formPTS
4814 0x00059010 0x0045a010 8   9    .text   ascii   mscorlib
4815 0x00059019 0x0045a019 6   7    .text   ascii   System
4816 0x00059020 0x0045a020 17  18   .text   ascii   MulticastDelegate
4817 0x00059032 0x0045a032 14  15   .text   ascii   EnableActionUI
4818 0x00059041 0x0045a041 15  16   .text   ascii   ClearFirmwareUI
4819 0x00059051 0x0045a051 17  18   .text   ascii   RefreshFirmwareUI
4820 0x00059063 0x0045a063 16  17   .text   ascii   UpdateFirmwareUI
4821 0x00059074 0x0045a074 8   9    .text   ascii   SetTimer
4822 0x0005907d 0x0045a07d 18  19   .text   ascii   SetApplicationCtrl
4823 0x00059090 0x0045a090 10  11   .text   ascii   SetTestLED
4824 0x0005909b 0x0045a09b 18  19   .text   ascii   SetTestResultsPage
4825 0x000590ae 0x0045a0ae 14  15   .text   ascii   SetLiveAcquire
4826 0x000590bd 0x0045a0bd 13  14   .text   ascii   ReplacePCSTab
4827 0x000590cb 0x0045a0cb 10  11   .text   ascii   PTSExecute
4828 0x000590d6 0x0045a0d6 19  20   .text   ascii   ShowBackNextButtons
4829 0x000590ea 0x0045a0ea 20  21   .text   ascii   InitializeEEPromPage
4830 0x000590ff 0x0045a0ff 9   10   .text   ascii   PCSStatus
4831 0x00059109 0x0045a109 12  13   .text   ascii   ClearResults
4832 0x00059116 0x0045a116 19  20   .text   ascii   SetWindowingCursors
4833 0x0005912a 0x0045a12a 20  21   .text   ascii   GetNextFirmwareStore
4834 0x0005913f 0x0045a13f 4   5    .text   ascii   Enum
4835 0x00059144 0x0045a144 9   10   .text   ascii   Constants
4836 0x0005914e 0x0045a14e 18  19   .text   ascii   ApplicationTabCtrl
4837 0x00059161 0x0045a161 6   7    .text   ascii   PTSTab
4838 0x00059168 0x0045a168 6   7    .text   ascii   PCSTab
4839 0x0005916f 0x0045a16f 8   9    .text   ascii   IFormPTS
4840 0x00059178 0x0045a178 8   9    .text   ascii   IFormPCS
4841 0x00059181 0x0045a181 9   10   .text   ascii   IFormSave
4842 0x0005918b 0x0045a18b 9   10   .text   ascii   IFormHelp
4843 0x00059195 0x0045a195 7   8    .text   ascii   TestLED
4844 0x0005919d 0x0045a19d 8   9    .text   ascii   PTSError
4845 0x000591a6 0x0045a1a6 6   7    .text   ascii   Object
4846 0x000591ad 0x0045a1ad 6   7    .text   ascii   Global
4847 0x000591b4 0x0045a1b4 14  15   .text   ascii   PCSLiveAcquire
4848 0x000591c3 0x0045a1c3 10  11   .text   ascii   PCSAcquire
4849 0x000591ce 0x0045a1ce 9   10   .text   ascii   PCSEEProm
4850 0x000591d8 0x0045a1d8 17  18   .text   ascii   MagnificationStep
4851 0x000591ea 0x0045a1ea 16  17   .text   ascii   PCSMagnification
4852 0x000591fb 0x0045a1fb 13  14   .text   ascii   AlignmentStep
4853 0x00059209 0x0045a209 19  20   .text   ascii   PCSOpticalAlignment
4854 0x0005921d 0x0045a21d 14  15   .text   ascii   AdvancedAction
4855 0x0005922c 0x0045a22c 20  21   .text   ascii   AdvancedEEPromAction
4856 0x00059241 0x0045a241 25  26   .text   ascii   AdvancedCalibrationAction
4857 0x0005925b 0x0045a25b 13  14   .text   ascii   FilmTrackTest
4858 0x00059269 0x0045a269 15  16   .text   ascii   FilterWheelTest
4859 0x00059279 0x0045a279 11  12   .text   ascii   EEPromErase
4860 0x00059285 0x0045a285 17  18   .text   ascii   ScannerTypeChange
4861 0x00059297 0x0045a297 10  11   .text   ascii   EEPromLoad
4862 0x000592a2 0x0045a2a2 11  12   .text   ascii   AcquireLive
4863 0x000592ae 0x0045a2ae 6   7    .text   ascii   Wizard
4864 0x000592b5 0x0045a2b5 11  12   .text   ascii   FourChannel
4865 0x000592c1 0x0045a2c1 11  12   .text   ascii   PTSAdvanced
4866 0x000592cd 0x0045a2cd 6   7    .text   ascii   DXTest
4867 0x000592d4 0x0045a2d4 10  11   .text   ascii   DXTestStep
4868 0x000592df 0x0045a2df 5   6    .text   ascii   PTSDX
4869 0x000592e5 0x0045a2e5 15  16   .text   ascii   FilmTrackAction
4870 0x000592f5 0x0045a2f5 12  13   .text   ascii   PTSFilmTrack
4871 0x00059302 0x0045a302 14  15   .text   ascii   FirmwareAction
4872 0x00059311 0x0045a311 12  13   .text   ascii   FirmwareLoad
4873 0x0005931e 0x0045a31e 13  14   .text   ascii   FirmwareStore
4874 0x0005932c 0x0045a32c 11  12   .text   ascii   PTSFirmware
4875 0x00059338 0x0045a338 9   10   .text   ascii   FocusTest
4876 0x00059342 0x0045a342 11  12   .text   ascii   StepperTest
4877 0x0005934e 0x0045a34e 9   10   .text   ascii   TowerTest
4878 0x00059358 0x0045a358 8   9    .text   ascii   PTSFocus
4879 0x00059361 0x0045a361 8   9    .text   ascii   HelpPage
4880 0x0005936a 0x0045a36a 7   8    .text   ascii   PTSHelp
4881 0x00059372 0x0045a372 11  12   .text   ascii   LightAction
4882 0x0005937e 0x0045a37e 11  12   .text   ascii   LightOffset
4883 0x0005938a 0x0045a38a 9   10   .text   ascii   LightTest
4884 0x00059394 0x0045a394 12  13   .text   ascii   ChangeOffset
4885 0x000593a1 0x0045a3a1 8   9    .text   ascii   PTSLight
4886 0x000593aa 0x0045a3aa 11  12   .text   ascii   Calibration
4887 0x000593b6 0x0045a3b6 7   8    .text   ascii   Scanner
4888 0x000593be 0x0045a3be 11  12   .text   ascii   m_csScanner
4889 0x000593ca 0x0045a3ca 15  16   .text   ascii   ScannerSettings
4890 0x000593da 0x0045a3da 19  20   .text   ascii   m_csScannerSettings
4891 0x000593ee 0x0045a3ee 15  16   .text   ascii   bEnableActionUI
4892 0x000593fe 0x0045a3fe 9   10   .text   ascii   m_tabCtrl
4893 0x00059408 0x0045a408 8   9    .text   ascii   m_tabPTS
4894 0x00059411 0x0045a411 8   9    .text   ascii   m_tabPCS
4895 0x0005941a 0x0045a41a 15  16   .text   ascii   m_csPTSFirmware
4896 0x0005942a 0x0045a42a 16  17   .text   ascii   m_csPTSFilmTrack
4897 0x0005943b 0x0045a43b 9   10   .text   ascii   m_csPTSDX
4898 0x00059445 0x0045a445 12  13   .text   ascii   m_csPTSLight
4899 0x00059452 0x0045a452 12  13   .text   ascii   m_csPTSFocus
4900 0x0005945f 0x0045a45f 15  16   .text   ascii   m_csPTSAdvanced
4901 0x0005946f 0x0045a46f 14  15   .text   ascii   m_csPCSAcquire
4902 0x0005947e 0x0045a47e 16  17   .text   ascii   m_csPCSAlignment
4903 0x0005948f 0x0045a48f 20  21   .text   ascii   m_csPCSMagnification
4904 0x000594a4 0x0045a4a4 13  14   .text   ascii   m_csPCSEEProm
4905 0x000594b2 0x0045a4b2 11  12   .text   ascii   m_csPTSHelp
4906 0x000594be 0x0045a4be 21  22   .text   ascii   System.ComponentModel
4907 0x000594d4 0x0045a4d4 10  11   .text   ascii   IContainer
4908 0x000594df 0x0045a4df 10  11   .text   ascii   components
4909 0x000594ea 0x0045a4ea 7   8    .text   ascii   TabPage
4910 0x000594f2 0x0045a4f2 12  13   .text   ascii   m_tpFirmware
4911 0x000594ff 0x0045a4ff 7   8    .text   ascii   TextBox
4912 0x00059507 0x0045a507 12  13   .text   ascii   m_tbCCDBoard
4913 0x00059514 0x0045a514 13  14   .text   ascii   m_tbLampBoard
4914 0x00059522 0x0045a522 11  12   .text   ascii   m_tbDXBoard
4915 0x0005952e 0x0045a52e 14  15   .text   ascii   m_tbMotorBoard
4916 0x0005953d 0x0045a53d 12  13   .text   ascii   m_tbUSBBoard
4917 0x0005954a 0x0045a54a 16  17   .text   ascii   m_tbSerialNumber
4918 0x0005955b 0x0045a55b 13  14   .text   ascii   m_tpFilmTrack
4919 0x00059569 0x0045a569 6   7    .text   ascii   Button
4920 0x00059570 0x0045a570 16  17   .text   ascii   m_btnForwardFast
4921 0x00059581 0x0045a581 16  17   .text   ascii   m_btnForwardSlow
4922 0x00059592 0x0045a592 18  19   .text   ascii   m_btnTransportStop
4923 0x000595a5 0x0045a5a5 16  17   .text   ascii   m_btnReverseSlow
4924 0x000595b6 0x0045a5b6 16  17   .text   ascii   m_btnReverseFast
4925 0x000595c7 0x0045a5c7 5   6    .text   ascii   Panel
4926 0x000595cd 0x0045a5cd 24  25   .text   ascii   m_panelFilmGuidePosition
4927 0x000595e6 0x0045a5e6 11  12   .text   ascii   RadioButton
4928 0x000595f2 0x0045a5f2 8   9    .text   ascii   m_rb24mm
4929 0x000595fb 0x0045a5fb 8   9    .text   ascii   m_rb35mm
4930 0x00059604 0x0045a604 6   7    .text   ascii   m_tpDX
4931 0x0005960b 0x0045a60b 9   10   .text   ascii   m_tpLight
4932 0x00059615 0x0045a615 16  17   .text   ascii   m_rbDisplayPixel
4933 0x00059626 0x0045a626 15  16   .text   ascii   m_rbDisplayFull
4934 0x00059636 0x0045a636 9   10   .text   ascii   m_tpFocus
4935 0x00059640 0x0045a640 10  11   .text   ascii   TabControl
4936 0x0005964b 0x0045a64b 7   8    .text   ascii   m_tcRHS
4937 0x00059653 0x0045a653 15  16   .text   ascii   m_btnCancelScan
4938 0x00059663 0x0045a663 15  16   .text   ascii   m_btnCancelSave
4939 0x00059673 0x0045a673 5   6    .text   ascii   Label
4940 0x00059679 0x0045a679 15  16   .text   ascii   m_lblScanStatus
4941 0x00059689 0x0045a689 15  16   .text   ascii   m_lblSaveStatus
4942 0x00059699 0x0045a699 11  12   .text   ascii   ProgressBar
4943 0x000596a5 0x0045a6a5 16  17   .text   ascii   m_pbProgressSave
4944 0x000596b6 0x0045a6b6 16  17   .text   ascii   m_pbProgressScan
4945 0x000596c7 0x0045a6c7 8   9    .text   ascii   CheckBox
4946 0x000596d0 0x0045a6d0 6   7    .text   ascii   m_cbIR
4947 0x000596d7 0x0045a6d7 21  22   .text   ascii   m_rbLightResolution16
4948 0x000596ed 0x0045a6ed 20  21   .text   ascii   m_rbLightResolution8
4949 0x00059702 0x0045a702 20  21   .text   ascii   m_rbLightResolution4
4950 0x00059717 0x0045a717 17  18   .text   ascii   m_rbLightFilm35mm
4951 0x00059729 0x0045a729 17  18   .text   ascii   m_rbLightFilm24mm
4952 0x0005973b 0x0045a73b 10  11   .text   ascii   m_panelTop
4953 0x00059746 0x0045a746 13  14   .text   ascii   m_panelBottom
4954 0x00059754 0x0045a754 10  11   .text   ascii   m_panelRHS
4955 0x0005975f 0x0045a75f 8   9    .text   ascii   TrackBar
4956 0x00059768 0x0045a768 17  18   .text   ascii   m_trackLightPixel
4957 0x0005977a 0x0045a77a 19  20   .text   ascii   m_tbHardwareVersion
4958 0x0005978e 0x0045a78e 15  16   .text   ascii   m_tbScannerType
4959 0x0005979e 0x0045a79e 8   9    .text   ascii   ComboBox
4960 0x000597a7 0x0045a7a7 20  21   .text   ascii   m_cbMotorBoardChange
4961 0x000597bc 0x0045a7bc 17  18   .text   ascii   m_cbDXBoardChange
4962 0x000597ce 0x0045a7ce 19  20   .text   ascii   m_cbLampBoardChange
4963 0x000597e2 0x0045a7e2 18  19   .text   ascii   m_cbCCDBoardChange
4964 0x000597f5 0x0045a7f5 12  13   .text   ascii   m_tbAPSBoard
4965 0x00059802 0x0045a802 18  19   .text   ascii   m_cbAPSBoardChange
4966 0x00059815 0x0045a815 17  18   .text   ascii   AxInterop.SHDocVw
4967 0x00059827 0x0045a827 9   10   .text   ascii   AxSHDocVw
4968 0x00059831 0x0045a831 12  13   .text   ascii   AxWebBrowser
4969 0x0005983e 0x0045a83e 12  13   .text   ascii   m_browserLHS
4970 0x0005984b 0x0045a84b 11  12   .text   ascii   m_btnUpdate
4971 0x00059857 0x0045a857 12  13   .text   ascii   m_btnExecute
4972 0x00059864 0x0045a864 8   9    .text   ascii   Scanline
4973 0x0005986d 0x0045a86d 7   8    .text   ascii   m_slRed
4974 0x00059875 0x0045a875 9   10   .text   ascii   m_slGreen
4975 0x0005987f 0x0045a87f 8   9    .text   ascii   m_slBlue
4976 0x00059888 0x0045a888 6   7    .text   ascii   m_slIR
4977 0x0005988f 0x0045a88f 10  11   .text   ascii   PictureBox
4978 0x0005989a 0x0045a89a 7   8    .text   ascii   m_pbRed
4979 0x000598a2 0x0045a8a2 9   10   .text   ascii   m_pbGreen
4980 0x000598ac 0x0045a8ac 8   9    .text   ascii   m_pbBlue
4981 0x000598b5 0x0045a8b5 6   7    .text   ascii   m_pbIR
4982 0x000598bc 0x0045a8bc 16  17   .text   ascii   m_rbTestSteppers
4983 0x000598cd 0x0045a8cd 16  17   .text   ascii   m_panelFocusScan
4984 0x000598de 0x0045a8de 15  16   .text   ascii   m_btnOffsetLeft
4985 0x000598ee 0x0045a8ee 16  17   .text   ascii   m_btnOffsetRight
4986 0x000598ff 0x0045a8ff 7   8    .text   ascii   ListBox
4987 0x00059907 0x0045a907 14  15   .text   ascii   m_lbResultsRed
4988 0x00059916 0x0045a916 16  17   .text   ascii   m_lbResultsGreen
4989 0x00059927 0x0045a927 15  16   .text   ascii   m_lbResultsBlue
4990 0x00059937 0x0045a937 13  14   .text   ascii   m_lbResultsIR
4991 0x00059945 0x0045a945 18  19   .text   ascii   m_cbUSBBoardChange
4992 0x00059958 0x0045a958 17  18   .text   ascii   m_panelBrowserTop
4993 0x0005996a 0x0045a96a 16  17   .text   ascii   m_btnBrowserBack
4994 0x0005997b 0x0045a97b 19  20   .text   ascii   m_btnBrowserForward
4995 0x0005998f 0x0045a98f 13  14   .text   ascii   m_rbTestFocus
4996 0x0005999d 0x0045a99d 16  17   .text   ascii   m_btnOffsetReset
4997 0x000599ae 0x0045a9ae 7   8    .text   ascii   ToolTip
4998 0x000599b6 0x0045a9b6 11  12   .text   ascii   m_ttFormPTS
4999 0x000599c2 0x0045a9c2 17  18   .text   ascii   m_rbTestAlignment
5000 0x000599d4 0x0045a9d4 19  20   .text   ascii   m_rbTestDigitalPots
5001 0x000599e8 0x0045a9e8 15  16   .text   ascii   m_rbTestSensors
5002 0x000599f8 0x0045a9f8 13  14   .text   ascii   m_cb35mm4Base
5003 0x00059a06 0x0045aa06 13  14   .text   ascii   m_cb35mm8Base
5004 0x00059a14 0x0045aa14 14  15   .text   ascii   m_cb35mm16Base
5005 0x00059a23 0x0045aa23 14  15   .text   ascii   m_cb24mm16Base
5006 0x00059a32 0x0045aa32 13  14   .text   ascii   m_cb24mm8Base
5007 0x00059a40 0x0045aa40 13  14   .text   ascii   m_cb24mm4Base
5008 0x00059a4e 0x0045aa4e 18  19   .text   ascii   m_browserFocusTest
5009 0x00059a61 0x0045aa61 25  26   .text   ascii   m_panelResultsStepperTest
5010 0x00059a7b 0x0045aa7b 23  24   .text   ascii   m_panelResultsFocusTest
5011 0x00059a93 0x0045aa93 23  24   .text   ascii   m_panelResultsTrackTest
5012 0x00059aab 0x0045aaab 27  28   .text   ascii   m_panelResultsAlignmentTest
5013 0x00059ac7 0x0045aac7 15  16   .text   ascii   m_browserDXTest
5014 0x00059adb 0x0045aadb 14  15   .text   ascii   m_ledTrackTest
5015 0x00059aea 0x0045aaea 12  13   .text   ascii   m_ledDXReads
5016 0x00059af7 0x0045aaf7 15  16   .text   ascii   m_ledStepperCCD
5017 0x00059b07 0x0045ab07 16  17   .text   ascii   m_ledStepperLens
5018 0x00059b18 0x0045ab18 14  15   .text   ascii   m_ledFocus35_8
5019 0x00059b27 0x0045ab27 14  15   .text   ascii   m_ledFocus35_4
5020 0x00059b36 0x0045ab36 15  16   .text   ascii   m_ledFocus35_16
5021 0x00059b46 0x0045ab46 14  15   .text   ascii   m_ledFocus24_4
5022 0x00059b55 0x0045ab55 14  15   .text   ascii   m_ledFocus24_8
5023 0x00059b64 0x0045ab64 15  16   .text   ascii   m_ledFocus24_16
5024 0x00059b74 0x0045ab74 10  11   .text   ascii   m_tbEEProm
5025 0x00059b7f 0x0045ab7f 23  24   .text   ascii   m_lblFirmwareNewVersion
5026 0x00059b97 0x0045ab97 27  28   .text   ascii   m_lblFirmwareCurrentVersion
5027 0x00059bb3 0x0045abb3 19  20   .text   ascii   m_lblFirmwareEEProm
5028 0x00059bc7 0x0045abc7 21  22   .text   ascii   m_lblFirmwareAPSBoard
5029 0x00059bdd 0x0045abdd 21  22   .text   ascii   m_lblFirmwareCCDBoard
5030 0x00059bf3 0x0045abf3 22  23   .text   ascii   m_lblFirmwareLampBoard
5031 0x00059c0a 0x0045ac0a 20  21   .text   ascii   m_lblFirmwareDXBoard
5032 0x00059c1f 0x0045ac1f 23  24   .text   ascii   m_lblFirmwareMotorBoard
5033 0x00059c37 0x0045ac37 21  22   .text   ascii   m_lblFirmwareUSBBoard
5034 0x00059c4d 0x0045ac4d 28  29   .text   ascii   m_lblFirmwareHardwareVersion
5035 0x00059c6a 0x0045ac6a 25  26   .text   ascii   m_lblFirmwareSerialNumber
5036 0x00059c84 0x0045ac84 24  25   .text   ascii   m_lblFirmwareScannerType
5037 0x00059c9d 0x0045ac9d 8   9    .text   ascii   GroupBox
5038 0x00059ca6 0x0045aca6 17  18   .text   ascii   m_gbFilmTransport
5039 0x00059cb8 0x0045acb8 21  22   .text   ascii   m_gbFilmGuidePosition
5040 0x00059cce 0x0045acce 13  14   .text   ascii   m_gbDXResults
5041 0x00059cdc 0x0045acdc 21  22   .text   ascii   m_lblDXResultsDXReads
5042 0x00059cf2 0x0045acf2 23  24   .text   ascii   m_lblDXResultsTrackTest
5043 0x00059d0a 0x0045ad0a 10  11   .text   ascii   m_gbDXTest
5044 0x00059d15 0x0045ad15 15  16   .text   ascii   m_gbLightOffset
5045 0x00059d25 0x0045ad25 19  20   .text   ascii   m_gbLightResolution
5046 0x00059d39 0x0045ad39 16  17   .text   ascii   m_gbLightDisplay
5047 0x00059d4a 0x0045ad4a 13  14   .text   ascii   m_gbLightFilm
5048 0x00059d58 0x0045ad58 11  12   .text   ascii   m_gbLightIr
5049 0x00059d64 0x0045ad64 13  14   .text   ascii   m_gbFocus35mm
5050 0x00059d72 0x0045ad72 13  14   .text   ascii   m_gbFocus24mm
5051 0x00059d80 0x0045ad80 13  14   .text   ascii   m_gbFocusTest
5052 0x00059d8e 0x0045ad8e 16  17   .text   ascii   m_gbFocusResults
5053 0x00059d9f 0x0045ad9f 22  23   .text   ascii   m_lblFocusResults24_16
5054 0x00059db6 0x0045adb6 21  22   .text   ascii   m_lblFocusResults24_8
5055 0x00059dcc 0x0045adcc 21  22   .text   ascii   m_lblFocusResults24_4
5056 0x00059de2 0x0045ade2 22  23   .text   ascii   m_lblFocusResults35_16
5057 0x00059df9 0x0045adf9 21  22   .text   ascii   m_lblFocusResults35_8
5058 0x00059e0f 0x0045ae0f 21  22   .text   ascii   m_lblFocusResults35_4
5059 0x00059e25 0x0045ae25 28  29   .text   ascii   m_lblFocusResultsLensStepper
5060 0x00059e42 0x0045ae42 27  28   .text   ascii   m_lblFocusResultsCCDStepper
5061 0x00059e5e 0x0045ae5e 15  16   .text   ascii   m_pbToolbarGap1
5062 0x00059e6e 0x0045ae6e 15  16   .text   ascii   m_pbToolbarGap2
5063 0x00059e7e 0x0045ae7e 12  13   .text   ascii   m_tpAdvanced
5064 0x00059e8b 0x0045ae8b 21  22   .text   ascii   m_gbPTSAdvancedAction
5065 0x00059ea1 0x0045aea1 29  30   .text   ascii   m_rbAdvancedActionFilterWheel
5066 0x00059ebf 0x0045aebf 27  28   .text   ascii   m_rbAdvancedActionFilmTrack
5067 0x00059edb 0x0045aedb 8   9    .text   ascii   Splitter
5068 0x00059ee4 0x0045aee4 12  13   .text   ascii   m_scVertical
5069 0x00059ef1 0x0045aef1 10  11   .text   ascii   m_panelLHS
5070 0x00059efc 0x0045aefc 20  21   .text   ascii   m_panelBrowserBottom
5071 0x00059f11 0x0045af11 24  25   .text   ascii   m_rbAdvancedActionEEProm
5072 0x00059f2a 0x0045af2a 35  36   .text   ascii   m_rbAdvancedActionCalibrationWizard
5073 0x00059f4e 0x0045af4e 29  30   .text   ascii   m_rbAdvancedActionLiveAcquire
5074 0x00059f6c 0x0045af6c 30  31   .text   ascii   m_rbAdvancedAction4ChannelSave
5075 0x00059f8b 0x0045af8b 24  25   .text   ascii   m_panelAdvancedCalibrate
5076 0x00059fa4 0x0045afa4 21  22   .text   ascii   m_gbAdvancedCalibrate
5077 0x00059fba 0x0045afba 25  26   .text   ascii   m_rbAdvancedCalibrateFull
5078 0x00059fd4 0x0045afd4 34  35   .text   ascii   m_rbAdvancedCalibrateMagnification
5079 0x00059ff7 0x0045aff7 31  32   .text   ascii   m_rbAdvancedCalibrateMotorSpeed
5080 0x0005a017 0x0045b017 26  27   .text   ascii   m_panelAdvancedLiveAcquire
5081 0x0005a032 0x0045b032 33  34   .text   ascii   m_gbAdvancedLiveAcquireResolution
5082 0x0005a054 0x0045b054 35  36   .text   ascii   m_rbAdvancedLiveAcquireResolution16
5083 0x0005a078 0x0045b078 34  35   .text   ascii   m_rbAdvancedLiveAcquireResolution8
5084 0x0005a09b 0x0045b09b 34  35   .text   ascii   m_rbAdvancedLiveAcquireResolution4
5085 0x0005a0be 0x0045b0be 27  28   .text   ascii   m_gbAdvancedLiveAcquireFilm
5086 0x0005a0da 0x0045b0da 29  30   .text   ascii   m_rbAdvancedLiveAcquireFilm24
5087 0x0005a0f8 0x0045b0f8 29  30   .text   ascii   m_rbAdvancedLiveAcquireFilm35
5088 0x0005a116 0x0045b116 25  26   .text   ascii   m_gbAdvancedLiveAcquireIr
5089 0x0005a130 0x0045b130 25  26   .text   ascii   m_cbAdvancedLiveAcquireIr
5090 0x0005a14a 0x0045b14a 21  22   .text   ascii   m_panelAdvancedEEProm
5091 0x0005a160 0x0045b160 24  25   .text   ascii   m_gbAdvancedEEPromAction
5092 0x0005a179 0x0045b179 22  23   .text   ascii   m_rbAdvancedEEPromLoad
5093 0x0005a190 0x0045b190 29  30   .text   ascii   m_rbAdvancedEEPromScannerType
5094 0x0005a1ae 0x0045b1ae 23  24   .text   ascii   m_rbAdvancedEEPromErase
5095 0x0005a1c6 0x0045b1c6 27  28   .text   ascii   m_panelAdvanced4ChannelSave
5096 0x0005a1e2 0x0045b1e2 45  46   .text   ascii   m_gbAdvancedLiveAcquire4ChannelSaveResolution
5097 0x0005a210 0x0045b210 35  36   .text   ascii   m_rbAdvanced4ChannelSaveResolution4
5098 0x0005a234 0x0045b234 35  36   .text   ascii   m_rbAdvanced4ChannelSaveResolution8
5099 0x0005a258 0x0045b258 36  37   .text   ascii   m_rbAdvanced4ChannelSaveResolution16
5100 0x0005a27d 0x0045b27d 15  16   .text   ascii   m_cbBrowserSync
5101 0x0005a28d 0x0045b28d 10  11   .text   ascii   m_panelPCS
5102 0x0005a298 0x0045b298 16  17   .text   ascii   m_panelPCSBottom
5103 0x0005a2a9 0x0045b2a9 13  14   .text   ascii   m_btnPCSClose
5104 0x0005a2b7 0x0045b2b7 12  13   .text   ascii   m_btnPCSNext
5105 0x0005a2c4 0x0045b2c4 12  13   .text   ascii   m_btnPCSBack
5106 0x0005a2d1 0x0045b2d1 13  14   .text   ascii   m_panelPCSTop
5107 0x0005a2df 0x0045b2df 7   8    .text   ascii   m_tcPCS
5108 0x0005a2e7 0x0045b2e7 14  15   .text   ascii   m_tpPCSAcquire
5109 0x0005a2f6 0x0045b2f6 23  24   .text   ascii   m_tpPCSOpticalAlignment
5110 0x0005a30e 0x0045b30e 20  21   .text   ascii   m_tpPCSMagnification
5111 0x0005a323 0x0045b323 13  14   .text   ascii   m_tpPCSEEProm
5112 0x0005a331 0x0045b331 27  28   .text   ascii   m_gbPCSEEPromPositiveMatrix
5113 0x0005a34d 0x0045b34d 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_1
5114 0x0005a36c 0x0045b36c 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_3
5115 0x0005a38b 0x0045b38b 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_1
5116 0x0005a3aa 0x0045b3aa 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_0
5117 0x0005a3c9 0x0045b3c9 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_7
5118 0x0005a3e8 0x0045b3e8 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_4
5119 0x0005a407 0x0045b407 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_6
5120 0x0005a426 0x0045b426 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_5
5121 0x0005a445 0x0045b445 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_9
5122 0x0005a464 0x0045b464 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_6
5123 0x0005a483 0x0045b483 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_0
5124 0x0005a4a2 0x0045b4a2 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_3
5125 0x0005a4c1 0x0045b4c1 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_7
5126 0x0005a4e0 0x0045b4e0 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_1
5127 0x0005a4ff 0x0045b4ff 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_8
5128 0x0005a51e 0x0045b51e 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_2
5129 0x0005a53d 0x0045b53d 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_5
5130 0x0005a55c 0x0045b55c 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_8
5131 0x0005a57b 0x0045b57b 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_4
5132 0x0005a59a 0x0045b59a 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_2
5133 0x0005a5b9 0x0045b5b9 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_9
5134 0x0005a5d8 0x0045b5d8 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_2
