nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f7 0x000000f7 6   7            ascii   ?Rich4
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
6906 0x0006d3a8 0x1006d3a8 21  44   .rdata  utf16le FN_bDrvGetRegisterCcd
6907 0x0006d3d4 0x1006d3d4 22  46   .rdata  utf16le FN_bDrvGetRegisterByte
6908 0x0006d404 0x1006d404 28  58   .rdata  utf16le FN_bDrvGetPpbInterruptStatus
6909 0x0006d440 0x1006d440 29  60   .rdata  utf16le FN_bDrvGetPpbInfoBufferString
6910 0x0006d47c 0x1006d47c 27  56   .rdata  utf16le FN_bDrvGetPpbHostStatusByte
6911 0x0006d4b4 0x1006d4b4 26  54   .rdata  utf16le FN_bDrvGetPpbDeviceReadyNL
6912 0x0006d4ec 0x1006d4ec 23  48   .rdata  utf16le FN_bDrvGetPpbDeviceBusy
6913 0x0006d51c 0x1006d51c 28  58   .rdata  utf16le FN_bDrvGetHardwareStatusLamp
6914 0x0006d558 0x1006d558 26  54   .rdata  utf16le FN_bDrvGetHardwareStatusDx
6915 0x0006d590 0x1006d590 27  56   .rdata  utf16le FN_bDrvGetHardwareStatusCcd
6916 0x0006d5c8 0x1006d5c8 17  36   .rdata  utf16le FN_bDrvGetDevInfo
6917 0x0006d5ec 0x1006d5ec 21  44   .rdata  utf16le FN_bDrvGetByteArrayNL
6918 0x0006d618 0x1006d618 19  40   .rdata  utf16le FN_bDrvGetByteArray
6919 0x0006d640 0x1006d640 24  50   .rdata  utf16le FN_bDrvFindPicController
6920 0x0006d674 0x1006d674 13  28   .rdata  utf16le FN_bDrvDxStop
6921 0x0006d690 0x1006d690 14  30   .rdata  utf16le FN_bDrvDxStart
6922 0x0006d6b0 0x1006d6b0 20  42   .rdata  utf16le FN_bDrvDxPutHardware
6923 0x0006d6dc 0x1006d6dc 20  42   .rdata  utf16le FN_bDrvDxGetHardware
6924 0x0006d708 0x1006d708 19  40   .rdata  utf16le FN_bDrvDxChangePots
6925 0x0006d730 0x1006d730 12  26   .rdata  utf16le FN_bDrvClose
6926 0x0006d74c 0x1006d74c 20  42   .rdata  utf16le FN_bDrvCcdClockSpeed
6927 0x0006d778 0x1006d778 21  44   .rdata  utf16le FN_bDrvApsReadMofData
6928 0x0006d7a4 0x1006d7a4 21  44   .rdata  utf16le FN_bDrvApsFilmControl
6929 0x0006d7d0 0x1006d7d0 27  56   .rdata  utf16le FN_bDrvCcdAcquireAndDxStart
6930 0x0006d808 0x1006d808 24  50   .rdata  utf16le FN_bDrvCcdAcquireControl
6931 0x0006d83c 0x1006d83c 18  38   .rdata  utf16le FN_uiDriverPollPPB
6932 0x0006d864 0x1006d864 18  38   .rdata  utf16le FN_bDriveMotorStop
6933 0x0006d88c 0x1006d88c 25  52   .rdata  utf16le FN_bDriveMotorAdvanceFilm
6934 0x0006d8c0 0x1006d8c0 11  24   .rdata  utf16le FN_bDisplay
6935 0x0006d8d8 0x1006d8d8 19  40   .rdata  utf16le FN_bCreateIndexList
6936 0x0006d900 0x1006d900 18  38   .rdata  utf16le FN_bCreateFileView
6937 0x0006d928 0x1006d928 15  32   .rdata  utf16le FN_bCreateEvent
6938 0x0006d948 0x1006d948 19  40   .rdata  utf16le FN_bCreateDirectory
6939 0x0006d970 0x1006d970 15  32   .rdata  utf16le FN_bCreate2DLut
6940 0x0006d990 0x1006d990 10  22   .rdata  utf16le FN_bCreate
6941 0x0006d9a8 0x1006d9a8 8   18   .rdata  utf16le FN_bCopy
6942 0x0006d9bc 0x1006d9bc 21  44   .rdata  utf16le FN_bLoadDefaultMatrix
6943 0x0006d9e8 0x1006d9e8 11  24   .rdata  utf16le FN_LoadLut1
6944 0x0006da00 0x1006da00 20  42   .rdata  utf16le FN_bLoadColRevClient
6945 0x0006da2c 0x1006da2c 21  44   .rdata  utf16le FN_bLoadColNegDefault
6946 0x0006da58 0x1006da58 21  44   .rdata  utf16le FN_bConvertAndReadLut
6947 0x0006da84 0x1006da84 21  44   .rdata  utf16le FN_bPlanar16ToPlanar8
6948 0x0006dab0 0x1006dab0 16  34   .rdata  utf16le FN_bPlanarToDib8
6949 0x0006dad4 0x1006dad4 22  46   .rdata  utf16le FN_bColorAdjustLutFill
6950 0x0006db08 0x1006db08 33  68   .rdata  utf16le FN_bColorAdjustLutAllocateAndFill
6951 0x0006db4c 0x1006db4c 24  50   .rdata  utf16le FN_bColorAdjustTempImage
6952 0x0006db80 0x1006db80 19  40   .rdata  utf16le FN_bColorAdjustDib8
6953 0x0006dba8 0x1006dba8 31  64   .rdata  utf16le FN_bClientMemoryBufferGetOldest
6954 0x0006dbe8 0x1006dbe8 31  64   .rdata  utf16le FN_ClientMemoryBufferDismissAll
6955 0x0006dc28 0x1006dc28 32  66   .rdata  utf16le FN_bClientMemoryBufferDismissAll
6956 0x0006dc70 0x1006dc70 35  72   .rdata  utf16le FN_bClientMemoryBufferDismissOldest
6957 0x0006dcb8 0x1006dcb8 24  50   .rdata  utf16le FN_ClientMemoryBufferAdd
6958 0x0006dcec 0x1006dcec 25  52   .rdata  utf16le FN_bClientMemoryBufferAdd
6959 0x0006dd20 0x1006dd20 20  42   .rdata  utf16le FN_bClientFilesExist
6960 0x0006dd4c 0x1006dd4c 22  46   .rdata  utf16le FN_bClientCallBackLoop
6961 0x0006dd7c 0x1006dd7c 15  32   .rdata  utf16le FN_bCheckRanges
6962 0x0006dda0 0x1006dda0 33  68   .rdata  utf16le FN_bChangeLampTemperatureScanning
6963 0x0006dde8 0x1006dde8 32  66   .rdata  utf16le FN_bChangeLampTemperatureLampOff
6964 0x0006de30 0x1006de30 35  72   .rdata  utf16le FN_bChangeLampTemperatureAfterDelay
6965 0x0006de78 0x1006de78 25  52   .rdata  utf16le FN_bChangeLampTemperature
6966 0x0006deac 0x1006deac 18  38   .rdata  utf16le FN_bCancelReadFile
6967 0x0006ded4 0x1006ded4 19  40   .rdata  utf16le FN_bCalibrateWizard
6968 0x0006defc 0x1006defc 29  60   .rdata  utf16le FN_CalibrateTestTowerSteppers
6969 0x0006df38 0x1006df38 26  54   .rdata  utf16le FN_bCalibrateStartDataFlow
6970 0x0006df70 0x1006df70 41  84   .rdata  utf16le FN_CalibratePutFilmPressureRollerPosition
6971 0x0006dfc4 0x1006dfc4 21  44   .rdata  utf16le FN_CalibrateMofReader
6972 0x0006dff0 0x1006dff0 17  36   .rdata  utf16le FN_bCalibrateLEDs
6973 0x0006e014 0x1006e014 17  36   .rdata  utf16le FN_CalibrateFocus
6974 0x0006e038 0x1006e038 18  38   .rdata  utf16le FN_bCalibrateFlush
6975 0x0006e060 0x1006e060 30  62   .rdata  utf16le FN_bCalibrateFixedPatternIrLag
6976 0x0006e0a0 0x1006e0a0 29  60   .rdata  utf16le FN_bCalibrateFixedPatternDark
6977 0x0006e0e0 0x1006e0e0 31  64   .rdata  utf16le FN_bCalibrateFixedPatternBright
6978 0x0006e120 0x1006e120 34  70   .rdata  utf16le FN_bCalibrateFindOpenGateExposures
6979 0x0006e168 0x1006e168 29  60   .rdata  utf16le FN_bCalibrateFindLedDutyCycle
6980 0x0006e1a4 0x1006e1a4 30  62   .rdata  utf16le FN_bCalibrateFindLedCurrentSub
6981 0x0006e1e4 0x1006e1e4 27  56   .rdata  utf16le FN_bCalibrateFindLedCurrent
6982 0x0006e21c 0x1006e21c 26  54   .rdata  utf16le FN_bCalibrateFindExposures
6983 0x0006e254 0x1006e254 27  56   .rdata  utf16le FN_bCalibrateFindDarkOffset
6984 0x0006e28c 0x1006e28c 28  58   .rdata  utf16le FN_bCalibrateFindCorrections
6985 0x0006e2c8 0x1006e2c8 24  50   .rdata  utf16le FN_bCalibrateEndDataFlow
6986 0x0006e2fc 0x1006e2fc 16  34   .rdata  utf16le FN_bCalibrateEnd
6987 0x0006e320 0x1006e320 18  38   .rdata  utf16le FN_CalibrateChange
6988 0x0006e348 0x1006e348 17  36   .rdata  utf16le FN_CalibrateBegin
6989 0x0006e36c 0x1006e36c 19  40   .rdata  utf16le FN_bCalibrateBefore
6990 0x0006e394 0x1006e394 18  38   .rdata  utf16le FN_bCalibrateAfter
6991 0x0006e3bc 0x1006e3bc 23  48   .rdata  utf16le FN_CalibrateAdvanceFilm
6992 0x0006e3f0 0x1006e3f0 35  72   .rdata  utf16le FN_bCalibrateAcquireAndAverageLines
6993 0x0006e438 0x1006e438 19  40   .rdata  utf16le FN_CalibrateAcquire
6994 0x0006e460 0x1006e460 14  30   .rdata  utf16le FN_bBeforeScan
6995 0x0006e480 0x1006e480 19  40   .rdata  utf16le FN_bAssembleMofData
6996 0x0006e4a8 0x1006e4a8 19  40   .rdata  utf16le FN_ApsManualRetract
6997 0x0006e4d0 0x1006e4d0 25  52   .rdata  utf16le FN_bApplyColorAdjustments
6998 0x0006e504 0x1006e504 29  60   .rdata  utf16le FN_bApplyKodakColorCorrection
6999 0x0006e540 0x1006e540 21  44   .rdata  utf16le FN_bApplyColorCircuit
7000 0x0006e56c 0x1006e56c 11  24   .rdata  utf16le FN_bAnalyze
7001 0x0006e584 0x1006e584 20  42   .rdata  utf16le FN_bAidSetLeaderData
7002 0x0006e5b0 0x1006e5b0 14  30   .rdata  utf16le FN_bAidNewRoll
7003 0x0006e5d0 0x1006e5d0 22  46   .rdata  utf16le FN_bAidGetMofFrameData
7004 0x0006e600 0x1006e600 21  44   .rdata  utf16le FN_iAfterScanFinished
7005 0x0006e62c 0x1006e62c 13  28   .rdata  utf16le FN_bAfterScan
7006 0x0006e648 0x1006e648 12  26   .rdata  utf16le FN_AfterScan
7007 0x0006e664 0x1006e664 14  30   .rdata  utf16le FN_AdvanceFilm
7008 0x0006e684 0x1006e684 19  40   .rdata  utf16le FN_AdjustMotorSpeed
7009 0x0006e6ac 0x1006e6ac 16  34   .rdata  utf16le FN_bAdjustDxPots
7010 0x0006e6d0 0x1006e6d0 13  28   .rdata  utf16le FN_Destructor
7011 0x0006e6ec 0x1006e6ec 14  30   .rdata  utf16le FN_Constructor
7012 0x0006e70c 0x1006e70c 12  26   .rdata  utf16le CN_CiTLAMain
7013 0x0006e728 0x1006e728 27  56   .rdata  utf16le CN_CiThreadDataScanPictures
7014 0x0006e760 0x1006e760 25  52   .rdata  utf16le CN_CiThreadDataScanDriver
7015 0x0006e794 0x1006e794 27  56   .rdata  utf16le CN_CiThreadDataSavePictures
7016 0x0006e7cc 0x1006e7cc 22  46   .rdata  utf16le CN_CiThreadDataLongOps
7017 0x0006e800 0x1006e800 32  66   .rdata  utf16le CN_CiThreadDataInitializeScanner
7018 0x0006e844 0x1006e844 26  54   .rdata  utf16le CN_CiThreadDataCorrections
7019 0x0006e87c 0x1006e87c 13  28   .rdata  utf16le CN_CiStringUC
7020 0x0006e898 0x1006e898 29  60   .rdata  utf16le CN_CiScanSpeedRollingAverages
7021 0x0006e8d4 0x1006e8d4 12  26   .rdata  utf16le CN_CiScanner
7022 0x0006e8f0 0x1006e8f0 11  24   .rdata  utf16le CN_CiPicLoc
7023 0x0006e908 0x1006e908 12  26   .rdata  utf16le CN_CiPicture
7024 0x0006e924 0x1006e924 19  40   .rdata  utf16le CN_CiMeteredSection
7025 0x0006e94c 0x1006e94c 9   20   .rdata  utf16le CN_CiList
7026 0x0006e960 0x1006e960 14  30   .rdata  utf16le CN_CiLineWidth
7027 0x0006e980 0x1006e980 10  22   .rdata  utf16le CN_CiImage
7028 0x0006e998 0x1006e998 13  28   .rdata  utf16le CN_CiFirmware
7029 0x0006e9b4 0x1006e9b4 17  36   .rdata  utf16le CN_CiDxAndApsHole
7030 0x0006e9d8 0x1006e9d8 12  26   .rdata  utf16le CN_CiDllRoot
7031 0x0006e9f4 0x1006e9f4 16  34   .rdata  utf16le CN_CiDLLPakonMof
7032 0x0006ea18 0x1006ea18 16  34   .rdata  utf16le CN_CiDLLPakonIma
7033 0x0006ea3c 0x1006ea3c 18  38   .rdata  utf16le CN_CiDLLDigitalIce
7034 0x0006ea64 0x1006ea64 20  42   .rdata  utf16le CN_CiCriticalSection
7035 0x0006ea90 0x1006ea90 15  32   .rdata  utf16le CN_CiConfigTest
7036 0x0006eab0 0x1006eab0 20  42   .rdata  utf16le CN_CiConfigSimulator
7037 0x0006eadc 0x1006eadc 15  32   .rdata  utf16le CN_CiConfigScan
7038 0x0006eafc 0x1006eafc 15  32   .rdata  utf16le CN_CiConfigSave
7039 0x0006eb1c 0x1006eb1c 17  36   .rdata  utf16le CN_CiConfigMemory
7040 0x0006eb40 0x1006eb40 15  32   .rdata  utf16le CN_CiConfigMain
7041 0x0006eb60 0x1006eb60 16  34   .rdata  utf16le CN_CiConfigLight
7042 0x0006eb88 0x1006eb88 33  68   .rdata  utf16le CN_CiConfigFixedPatternCorrection
7043 0x0006ebcc 0x1006ebcc 14  30   .rdata  utf16le CN_CiConfigDpi
7044 0x0006ebec 0x1006ebec 21  44   .rdata  utf16le CN_CiConfigColorKodak
7045 0x0006ec18 0x1006ec18 11  24   .rdata  utf16le CN_CiConfig
7046 0x0006ec30 0x1006ec30 25  52   .rdata  utf16le CN_CiColorCorrectionKodak
7047 0x0006ec64 0x1006ec64 20  42   .rdata  utf16le CN_CiColorCorrection
7048 0x0006ec90 0x1006ec90 12  26   .rdata  utf16le CN_CiCmdComm
7049 0x0006ecac 0x1006ecac 16  34   .rdata  utf16le CN_CiBufferStrip
7050 0x0006ecd0 0x1006ecd0 24  50   .rdata  utf16le CN_CiBufferImportedHiRes
7051 0x0006ed04 0x1006ed04 19  40   .rdata  utf16le CN_CiBufferImported
7052 0x0006ed2c 0x1006ed2c 16  34   .rdata  utf16le CN_CiBufferHiRes
7053 0x0006ed50 0x1006ed50 21  44   .rdata  utf16le CN_CiBufferFileSystem
7054 0x0006ed7c 0x1006ed7c 11  24   .rdata  utf16le CN_CiBuffer
7055 0x0006ed94 0x1006ed94 19  40   .rdata  utf16le CN_CiApsMofInternal
7056 0x0006edbc 0x1006edbc 9   20   .rdata  utf16le CN_Global
7057 0x0006edd0 0x1006edd0 8   18   .rdata  utf16le CN_Win32
7058 0x0006edf0 0x1006edf0 187 188  .rdata  ascii   \r\n---- %s (Version %s) ---- (Scanner Type %u, Serial %u) ----\r\nVersion USB 0x%02X,0x%02X  CCD 0x%02X,0x%02X  Lamp 0x%02X,0x%02X  DX 0x%02X,0x%02X  Motor 0x%02X,0x%02X  Aps 0x%02X,0x%02X\r\n
7059 0x0006eeac 0x1006eeac 4   5    .rdata  ascii   %s\r\n
7060 0x0006eebc 0x1006eebc 16  34   .rdata  utf16le %d %d %d %u %s\r\n
7061 0x0006eee0 0x1006eee0 19  40   .rdata  utf16le %s %s %s (%d) %u %s
7062 0x0006ef08 0x1006ef08 21  44   .rdata  utf16le %s %s %s (%d) 0x%x %s
7063 0x0006ef34 0x1006ef34 19  40   .rdata  utf16le %s %s %s (%d) %s %s
7064 0x0006ef5c 0x1006ef5c 13  28   .rdata  utf16le %d %d %d %u\r\n
7065 0x0006ef78 0x1006ef78 16  34   .rdata  utf16le %s %s %s (%d) %u
7066 0x0006ef9c 0x1006ef9c 15  32   .rdata  utf16le %d %d %d 0x%X\r\n
7067 0x0006efbc 0x1006efbc 18  38   .rdata  utf16le %s %s %s (%d) 0x%X
7068 0x0006efe4 0x1006efe4 16  34   .rdata  utf16le %s %s %s (%d) %s
7069 0x0006f010 0x1006f010 16  34   .rdata  utf16le %s%s%02x%02x.hex
7070 0x0006f034 0x1006f034 15  32   .rdata  utf16le %*c%*c%*02x%02x
7071 0x0006f054 0x1006f054 14  30   .rdata  utf16le %s%s%02x??.hex
7072 0x0006f09c 0x1006f09c 23  48   .rdata  utf16le \\?\%s\Config\Firmware\
7073 0x0006f0d0 0x1006f0d0 34  70   .rdata  utf16le pConfigScan->m_uiFirmwareLoadRetry
7074 0x0006f118 0x1006f118 27  56   .rdata  utf16le m_uiFirmwareLoadRetrySerial
7075 0x0006f150 0x1006f150 20  42   .rdata  utf16le EventScanPacketReady
7076 0x0006f17c 0x1006f17c 25  52   .rdata  utf16le Allocate Kirk's ringtail.
7077 0x0006f1b0 0x1006f1b0 17  36   .rdata  utf16le Driver ReadFile()
7078 0x0006f1d8 0x1006f1d8 33  68   .rdata  utf16le m_DriverOverlappedReadFile.hEvent
7079 0x0006f225 0x1006f225 9   10   .rdata  ascii   \bS@333333
7080 0x0006f237 0x1006f237 7   8    .rdata  ascii   ?333333
7081 0x0006f247 0x1006f247 7   8    .rdata  ascii   ?333333
7082 0x0006f270 0x1006f270 48  98   .rdata  utf16le m_uiCcdExposure_Ir or m_uiCcdExposureOpenGate_Ir
7083 0x0006f2d4 0x1006f2d4 10  22   .rdata  utf16le iFilmColor
7084 0x0006f2ec 0x1006f2ec 26  54   .rdata  utf16le iResolution OR iFilmFormat
7085 0x0006f328 0x1006f328 172 173  .rdata  ascii   %-14s Gain - R = %2.2f, G = %2.2f, B = %2.2f; Offset - R = %d, G = %d, B = %d;\r\nExp - R = %4u, G = %4u, B = %4u; IrLEDOnTime = %4u, VisIrRatio = %2.2f, Current_Ir = %4u\r\n\r\n
7086 0x0006f3d8 0x1006f3d8 151 152  .rdata  ascii   ********************************************************\r\n%02d/%02d/%04d %02d:%02d:%02d, Serial = %u, Height = %u, Integration = %u, LampLevel = %u\r\n\r\n
7087 0x0006f470 0x1006f470 24  50   .rdata  utf16le %s\Logs\PakonLampLog.txt
7088 0x0006f4a4 0x1006f4a4 14  15   .rdata  ascii   COLOR_NEGATIVE
7089 0x0006f4b4 0x1006f4b4 7   8    .rdata  ascii   BnW_C41
7090 0x0006f4bc 0x1006f4bc 14  15   .rdata  ascii   COLOR_POSITIVE
7091 0x0006f4cc 0x1006f4cc 10  11   .rdata  ascii   BnW_NORMAL
7092 0x0006f4d8 0x1006f4d8 8   18   .rdata  utf16le uiHeight
7093 0x0006f4ec 0x1006f4ec 6   8    .rdata  ascii   %5.5lf
7094 0x0006f4f4 0x1006f4f4 14  30   .rdata  utf16le DiffValues.txt
7095 0x0006f544 0x1006f544 4   6    .rdata  utf8    ܥL@3
7096 0x0006f560 0x1006f560 5   12   .rdata  utf16le %s\%s
7097 0x0006f574 0x1006f574 24  50   .rdata  utf16le %02d%02d%02d%02d%02d%02d
7098 0x0006f5b4 0x1006f5b4 10  22   .rdata  utf16le m_uiHeight
7099 0x0006f5cc 0x1006f5cc 9   20   .rdata  utf16le m_uiWidth
7100 0x0006f5e0 0x1006f5e0 18  38   .rdata  utf16le m_uiColorsPerPixel
7101 0x0006f608 0x1006f608 12  26   .rdata  utf16le m_iImageType
7102 0x0006f7b4 0x1006f7b4 9   20   .rdata  utf16le Sharpness
7103 0x0006f7c8 0x1006f7c8 8   18   .rdata  utf16le Contrast
7104 0x0006f7dc 0x1006f7dc 10  22   .rdata  utf16le Brightness
7105 0x0006f7f4 0x1006f7f4 4   10   .rdata  utf16le Blue
7106 0x0006f800 0x1006f800 5   12   .rdata  utf16le Green
7107 0x0006f818 0x1006f818 36  74   .rdata  utf16le \Config\ColorCorrection\Defaults.ini
7108 0x0006f864 0x1006f864 8   18   .rdata  utf16le IMPORTED
7109 0x0006f878 0x1006f878 4   10   .rdata  utf16le NONE
7110 0x0006f88c 0x1006f88c 8   18   .rdata  utf16le POSITIVE
7111 0x0006f8a0 0x1006f8a0 8   18   .rdata  utf16le DX_ERROR
7112 0x0006f8b4 0x1006f8b4 12  26   .rdata  utf16le iFrameNumber
7113 0x0006f8d0 0x1006f8d0 11  24   .rdata  utf16le m_pBufferLR
7114 0x0006f8e8 0x1006f8e8 16  34   .rdata  utf16le szImportFileName
7115 0x0006f90c 0x1006f90c 15  32   .rdata  utf16le rcrSourceUserHR
7116 0x0006f92c 0x1006f92c 13  28   .rdata  utf16le uiGetLength()
7117 0x0006f948 0x1006f948 4   10   .rdata  utf16le .rol
7118 0x0006f954 0x1006f954 4   10   .rdata  utf16le .raw
7119 0x0006f960 0x1006f960 4   10   .rdata  utf16le .bmp
7120 0x0006f96c 0x1006f96c 4   10   .rdata  utf16le .tif
7121 0x0006f978 0x1006f978 4   10   .rdata  utf16le F335
7122 0x0006f984 0x1006f984 5   12   .rdata  utf16le F335C
7123 0x0006f990 0x1006f990 3   10   .rdata  utf16le TLC
7124 0x0006f99c 0x1006f99c 9   20   .rdata  utf16le F135_PLUS
7125 0x0006f9b0 0x1006f9b0 4   10   .rdata  utf16le F235
7126 0x0006f9bc 0x1006f9bc 5   12   .rdata  utf16le F235C
7127 0x0006f9c8 0x1006f9c8 3   10   .rdata  utf16le TLA
7128 0x0006f9d4 0x1006f9d4 4   10   .rdata  utf16le F135
7129 0x0006f9e0 0x1006f9e0 3   10   .rdata  utf16le TLB
7130 0x0006f9ec 0x1006f9ec 4   10   .rdata  utf16le .jpg
7131 0x0006fa28 0x1006fa28 8   18   .rdata  utf16le C:\KCDFS
7132 0x0006fa3c 0x1006fa3c 16  34   .rdata  utf16le %s\PakonImau.dll
7133 0x0006fa68 0x1006fa68 209 420  .rdata  utf16le TLA - CiScanner bScanStrips before CancelIo() iStopScan %d, StopDriver %d\n      DriverRunning %d, StopTransfer %d, TransferInProgress %d, overflow %d\n      EndTime %u, Reading %d, ToRead %d, Writing %d, NF %d\n
7134 0x0006fc0c 0x1006fc0c 19  40   .rdata  utf16le EventDriverReadFile
7135 0x0006fc38 0x1006fc38 47  96   .rdata  utf16le TLA - Driver ring tail Overflow in iScanStrips\n
7136 0x0006fc98 0x1006fc98 56  114  .rdata  utf16le Driver ReadFile() returned TRUE for Overlapped operation
7137 0x0006fd0c 0x1006fd0c 20  42   .rdata  utf16le EventScanWriteToDisk
7138 0x0006fd38 0x1006fd38 152 153  .rdata  ascii   Completed calibrating pots.  Resistance values are as follows:\r\n\tTopClock = %d Ohms, TopData = %d Ohms,\r\n\tBottomClock = %d Ohms, BottomData = %d Ohms.\r\n
7139 0x0006fdd4 0x1006fdd4 50  51   .rdata  ascii   Error - Could not find good bright spot on film.\r\n
7140 0x0006fe08 0x1006fe08 30  31   .rdata  ascii   Error - Could not find film.\r\n
7141 0x0006fe28 0x1006fe28 73  74   .rdata  ascii   Error communicating with scanner.  See main error log for more details.\r\n
7142 0x0006fe74 0x1006fe74 39  40   .rdata  ascii   Starting calibration of digital pots.\r\n
7143 0x0006fe9c 0x1006fe9c 42  43   .rdata  ascii   Track Test Completed with no errors.\r\n\r\n\r\n
7144 0x0006fec8 0x1006fec8 67  68   .rdata  ascii   BottomData data - MaxValue = %d, MaxClearFilm = %d, MinFilm = %d.\r\n
7145 0x0006ff10 0x1006ff10 86  87   .rdata  ascii   Error - Could not get a good voltage swing on BottomData sensor.  Swing value is %d.\r\n
7146 0x0006ff68 0x1006ff68 68  69   .rdata  ascii   BottomClock data - MaxValue = %d, MaxClearFilm = %d, MinFilm = %d.\r\n
7147 0x0006ffb0 0x1006ffb0 87  88   .rdata  ascii   Error - Could not get a good voltage swing on BottomClock sensor.  Swing value is %d.\r\n
7148 0x00070008 0x10070008 64  65   .rdata  ascii   TopData data - MaxValue = %d, MaxClearFilm = %d, MinFilm = %d.\r\n
7149 0x00070050 0x10070050 83  84   .rdata  ascii   Error - Could not get a good voltage swing on TopData sensor.  Swing value is %d.\r\n
7150 0x000700a8 0x100700a8 65  66   .rdata  ascii   TopClock data - MaxValue = %d, MaxClearFilm = %d, MinFilm = %d.\r\n
7151 0x000700f0 0x100700f0 84  85   .rdata  ascii   Error - Could not get a good voltage swing on TopClock sensor.  Swing value is %d.\r\n
7152 0x00070148 0x10070148 34  35   .rdata  ascii   \r\n\r\n------------ %s ------------\r\n
7153 0x00070170 0x10070170 37  76   .rdata  utf16le \\?\%s\Logs\PakonFilmTrackTestLog.txt
7154 0x000701dc 0x100701dc 28  58   .rdata  utf16le %s\Logs\PakonMofLog_2_%s.txt
7155 0x00070218 0x10070218 20  42   .rdata  utf16le uiCcdIntegrationTime
7156 0x00070244 0x10070244 10  22   .rdata  utf16le uiPosition
7157 0x0007025c 0x1007025c 13  28   .rdata  utf16le uiStepperLens
7158 0x00070278 0x10070278 12  26   .rdata  utf16le uiStepperCCD
7159 0x00070294 0x10070294 16  34   .rdata  utf16le Lens Not At Home
7160 0x000702b8 0x100702b8 15  32   .rdata  utf16le Ccd Not At Home
7161 0x000702d8 0x100702d8 22  46   .rdata  utf16le Film Drive Not Running
7162 0x00070308 0x10070308 12  26   .rdata  utf16le Lens At Home
7163 0x00070324 0x10070324 11  24   .rdata  utf16le Ccd At Home
7164 0x0007033c 0x1007033c 18  38   .rdata  utf16le Film Drive Running
7165 0x00070364 0x10070364 11  24   .rdata  utf16le uiLampLevel
7166 0x00070388 0x10070388 14  30   .rdata  utf16le m_pConfigLight
7167 0x000703a8 0x100703a8 12  26   .rdata  utf16le m_pConfigDpi
7168 0x00070510 0x10070510 12  26   .rdata  utf16le pvParameters
7169 0x00070530 0x10070530 61  124  .rdata  utf16le       Previous - Wait %u, EndTime %u, Reading %d, Writing %d\n
7170 0x000705b0 0x100705b0 100 202  .rdata  utf16le TLA - uiGetScanLines(%d) Driver Ring Tail Overflow (%d) Wait %u, EndTime %u, Reading %d, Writing %d\n
7171 0x00070680 0x10070680 66  134  .rdata  utf16le TLA - uiGetScanLines() (%d) WAIT_TIMEOUT changed to WAIT_OBJECT_0\n
7172 0x00070708 0x10070708 51  104  .rdata  utf16le       NumP %d, OverFlow %d, StopScan %d, Resp 0x%X\n
7173 0x00070770 0x10070770 70  142  .rdata  utf16le       Previous - Wait %u, EndTime %u, WFSO %d, Reading %d, Writing %d\n
7174 0x00070800 0x10070800 59  120  .rdata  utf16le       Wait %u, EndTime %u, WFSO %d, Reading %d, Writing %d\n
7175 0x00070878 0x10070878 50  102  .rdata  utf16le TLA - uiGetScanLines() (%d) Wait for event failed\n
7176 0x000708e0 0x100708e0 48  98   .rdata  utf16le TLA - uiGetScanLines() (%d) Long Wait for Event\n
7177 0x00070948 0x10070948 38  78   .rdata  utf16le TLA - uiGetScanLines() (%d) Cancelled\n
7178 0x00070998 0x10070998 80  162  .rdata  utf16le TLA - uiGetScanLines() (1) Wait %u, EndTime %u, NumP %d, Reading %d, Writing %d\n
7179 0x00070a40 0x10070a40 89  180  .rdata  utf16le TLA - DriverRingTailOverflow - HighWaterDriverRingTail %u, HighWaterProcessedRingTail %u\n
7180 0x00070af8 0x10070af8 97  196  .rdata  utf16le TLA - ProcessedRingTailOverflow (%d) - HighWaterDriverRingTail %u, HighWaterProcessedRingTail %u\n
7181 0x00070bc0 0x10070bc0 68  138  .rdata  utf16le TLA - (3) HighWaterDriverRingTail %u, HighWaterProcessedRingTail %u\n
7182 0x00070c4c 0x10070c4c 23  48   .rdata  utf16le pVA_usRingTailProcessed
7183 0x00070c7c 0x10070c7c 18  38   .rdata  utf16le pVA_RingTailDriver
7184 0x00070ca8 0x10070ca8 6   7    .rdata  ascii   UUUUUU
7185 0x00070cb0 0x10070cb0 11  24   .rdata  utf16le iResolution
7186 0x00070cc8 0x10070cc8 11  24   .rdata  utf16le iFilmFormat
7187 0x00070ce7 0x10070ce7 5   7    .rdata  utf8    ?ףp=\n
7188 0x00070d7c 0x10070d7c 19  40   .rdata  utf16le EventCallBackClient
7189 0x00070da4 0x10070da4 10  22   .rdata  utf16le lOperation
7190 0x00070dbc 0x10070dbc 22  46   .rdata  utf16le m_hEventCallBackClient
7191 0x00070e04 0x10070e04 23  48   .rdata  utf16le EventSaveToClientMemory
